DR Number,Victim Age,Victim Sex,Victim Descent
100205248,26,F,H
100205308,22,F,H
100205319,30,M,H
100205339,48,M,H
100205347,26,M,H
100205358,19,M,H
100205362,14,F,H
100205369,55,M,H
100205418,25,F,O
100205471,15,M,H
100205475,15,M,H
100205489,42,M,H
100205516,40,F,B
100205530,44,M,H
100205531,51,M,H
100205548,16,M,H
100205578,28,M,H
100205579,32,F,H
100205580,23,M,H
100205607,28,M,H
100205626,24,F,H
100205627,66,F,O
100205631,51,M,B
100205633,45,M,W
100205645,35,M,W
100205648,31,F,W
100205653,45,F,H
100205658,65,M,H
100205659,43,F,P
100205708,32,F,H
100205714,60,M,H
100205722,18,M,H
100205755,33,M,H
100205761,52,M,H
100205762,55,M,B
100205764,15,M,H
100205780,54,M,H
100205785,15,M,H
100205794,23,F,H
100205815,51,M,H
100205865,20,F,W
100205914,32,F,H
100205930,43,F,H
100205970,36,M,H
100205971,26,F,B
100205972,14,M,H
100205975,53,F,H
100206007,65,M,H
100206024,25,M,K
100206033,47,M,H
100206053,29,M,H
100206077,28,M,H
100206081,19,F,H
100206112,38,F,H
100206113,17,F,H
100206119,20,M,H
100206121,41,F,H
100206148,33,M,H
100206279,31,M,H
100206284,66,M,H
100206286,27,F,H
100206331,27,F,B
100206342,29,M,H
100206363,13,F,H
100206370,33,M,B
100206385,44,M,H
100206421,24,M,H
100206428,44,M,H
100206431,15,F,H
100206445,54,F,O
100206446,33,M,H
100206451,42,F,H
100206452,30,M,H
100206475,25,F,H
100206492,48,M,H
100206519,48,M,H
100206524,17,F,H
100206577,37,F,H
100206590,30,F,B
100206592,32,M,H
100206612,54,M,W
100206625,58,M,B
100206627,64,M,H
100206652,67,F,H
100206687,26,F,H
100206695,91,M,H
100206697,32,M,H
100206699,24,M,H
100206714,19,M,B
100206715,26,M,H
100206747,44,F,H
100206750,22,F,H
100206761,34,F,H
100206774,36,M,H
100206792,28,M,H
100206793,17,F,H
100206802,51,M,H
100206805,39,M,H
100206830,53,M,H
100206837,17,M,H
100206848,20,M,H
100206849,30,M,H
100206851,21,M,B
100206878,16,M,H
100206884,14,M,H
100206913,29,M,O
100206925,28,M,O
100206934,14,M,H
100206936,50,M,H
100206937,56,F,O
100207347,19,F,W
100207040,34,F,W
100207041,17,M,H
100207046,48,M,H
100207047,26,M,H
100207075,22,F,H
100207124,53,M,H
100207144,55,F,H
100207153,54,M,H
100207163,30,M,H
100207217,19,F,H
100207218,17,M,H
100207239,18,F,H
100207241,16,F,H
100207271,21,M,H
100207298,26,F,H
100207299,28,M,H
100207325,11,F,H
100207330,29,M,H
100207376,18,F,H
100207421,23,M,H
100207428,19,M,H
100207481,55,F,W
100207482,38,F,H
100207485,30,M,H
100207486,43,M,O
100207489,26,M,H
100207556,17,M,H
100207564,39,M,H
100207589,22,M,H
100207613,29,M,H
100207632,31,M,W
100207648,25,M,H
100207657,42,M,H
100207699,27,F,O
100207731,17,M,H
100207774,47,F,H
100207786,46,F,H
100207789,20,M,H
100207791,50,F,H
100207821,16,F,H
100207827,44,F,H
100207903,34,M,H
100207959,62,M,O
100207962,26,M,H
100207967,35,M,H
100207969,36,M,W
100207973,43,F,H
100208017,33,M,H
100208032,57,F,H
100208051,30,M,W
100208055,41,F,W
100208061,22,M,H
100208062,17,M,H
100208063,43,M,W
100208064,24,M,H
100208073,30,M,H
100208074,26,M,H
100208075,23,M,H
100208080,29,M,H
100208090,24,M,H
100208107,27,M,H
100208147,23,M,H
100208148,49,M,B
100208169,17,M,H
100208194,25,M,H
100208222,13,F,H
100208273,26,M,H
100208284,13,M,H
100208292,15,F,H
100208293,35,M,A
100208294,41,M,W
100208296,50,F,B
100208305,25,M,B
100208307,20,M,W
100208379,15,F,H
100208442,27,M,H
100208445,23,M,H
100208458,26,M,H
100208492,43,M,H
100208493,48,M,H
100208508,24,M,H
100208514,22,M,H
100208555,40,M,B
100208562,33,F,H
100208609,60,F,H
100208613,19,F,H
100208621,33,M,H
100208673,19,M,H
100208738,15,M,H
100208741,17,F,H
100208742,23,F,H
100208769,13,F,H
100208800,24,M,H
100208807,52,F,H
100208838,33,M,H
100208864,28,M,H
100208871,54,M,B
100208872,56,F,W
100208876,61,M,O
100208883,26,M,H
100208884,28,M,H
100208890,50,M,K
100208896,18,F,H
100208898,36,M,B
100208899,24,M,H
100208926,24,F,H
100208953,40,M,A
100209077,28,F,H
100209112,24,M,H
100209168,29,F,W
100209181,43,M,W
100209183,66,M,H
100209189,26,M,A
100209197,50,M,H
100209198,51,F,H
100209224,43,M,H
100209229,28,M,H
100209232,39,F,B
100209236,52,M,B
100209269,42,M,H
100209276,24,F,H
100209277,23,M,H
100209278,45,M,H
100209279,43,M,H
100209351,33,M,B
100209358,18,M,H
100209362,25,F,H
100209385,47,M,B
100209392,49,M,B
100209418,37,F,H
100209455,53,F,W
100209461,51,M,H
100209477,14,M,H
100209478,14,M,H
100209509,41,M,B
100209527,21,M,H
100209538,13,M,H
100209566,35,M,H
100209568,37,M,H
100209581,23,M,O
100209616,29,M,H
100209618,25,M,W
100209620,37,M,W
100209626,42,F,H
100209639,25,M,H
100209666,20,F,W
100209691,30,M,H
100209702,24,F,H
100209712,17,M,H
100209717,23,F,H
100209724,16,F,H
100209755,44,M,B
100209733,52,F,H
100209741,44,F,W
100209746,35,M,H
100209775,37,M,H
100209815,25,M,O
100209836,34,F,H
100209847,18,F,W
100209873,20,F,B
100209897,60,M,H
100209902,20,M,B
100209910,31,F,H
100209971,34,M,H
100209975,41,F,B
100209980,38,F,H
100210020,34,F,H
100210019,59,F,H
100210048,34,F,H
100210069,54,F,H
100210070,30,M,H
100210108,16,F,B
100210120,23,F,H
100210125,49,M,H
100210129,62,F,A
100210156,29,M,H
100210215,33,M,H
100210255,17,M,H
100210269,42,M,O
100210305,16,M,H
100210307,54,M,H
100210323,17,M,H
100210343,49,M,H
100210417,32,M,H
100210437,30,M,H
100210438,21,M,H
100210453,20,M,H
100210457,37,M,H
100210548,58,F,H
100210553,28,M,H
100210567,39,M,H
100210569,23,M,H
100210613,29,F,H
100210614,28,M,H
100210660,14,F,H
100210667,21,M,H
100210670,34,F,B
100210685,48,F,B
100210709,13,M,H
100210721,40,F,H
100210724,36,M,H
100210732,16,M,H
100210739,12,M,H
100210740,31,F,B
100210752,39,M,W
100210754,32,M,H
100210777,45,M,W
100210781,18,M,H
100210875,17,F,H
100210816,37,F,H
100210834,20,M,H
100210840,43,M,H
100210873,24,M,H
100210879,20,M,H
100210909,14,M,H
100210917,37,M,H
100210918,44,M,H
100210928,13,M,H
100210935,19,M,H
100210938,20,M,H
100210970,20,F,H
100210987,43,F,H
100210994,34,M,H
100211036,15,M,H
100211102,15,F,H
100211103,26,M,H
100211144,41,M,H
100211157,39,F,W
100211160,32,M,H
100211172,17,M,H
100211173,23,M,H
100211177,25,M,H
100211180,65,F,H
100211190,44,M,H
100211210,38,F,H
100211237,18,M,H
100211241,36,F,W
100211283,14,M,H
100211303,14,M,B
100211367,40,M,H
100211382,14,M,H
100211397,34,F,H
100211401,25,M,H
100211434,36,M,W
100211447,15,F,A
100211458,23,M,H
100211465,34,M,H
100211474,28,M,H
100211483,14,M,H
100211502,39,M,W
100211506,37,M,H
100211535,24,M,H
100211539,26,F,B
100211549,23,F,H
100211551,40,M,H
100211570,57,M,H
100211575,55,M,H
100211577,19,F,H
100211579,15,F,H
100211581,16,F,H
100211595,29,M,W
100211635,54,M,H
100211645,30,F,H
100211650,51,M,B
100211663,23,F,H
100211678,19,M,H
100211687,14,M,H
100211693,34,F,B
100211702,41,F,H
100211707,44,M,H
100211731,26,M,H
100211797,28,F,H
100211804,21,M,O
100211821,11,F,H
100211826,41,F,B
100211841,23,M,H
100211843,34,M,H
100211875,31,M,H
100211876,22,M,W
100211883,21,M,H
100211884,20,M,H
100211886,17,M,H
100211898,25,M,W
100211907,67,M,B
100211946,18,F,H
100211951,28,M,B
100211956,14,M,H
100211965,49,M,H
100212030,24,M,H
100212035,28,M,H
100212045,37,M,H
100212074,22,M,H
100212104,39,M,O
100212114,68,M,B
100212139,49,F,H
100212146,24,M,H
100212148,61,F,H
100212178,17,F,H
100212181,19,M,H
100212185,46,F,B
100212267,24,M,H
100212225,34,M,H
100212231,42,M,H
100212247,33,F,H
100212259,21,M,H
100212270,47,M,H
100212280,19,F,H
100212281,48,M,W
100212305,24,M,H
100212344,37,M,H
100212365,24,M,H
100212373,29,M,H
100212405,16,M,H
100212470,51,F,H
100212491,51,M,B
100212492,24,M,H
100212499,17,M,H
100212500,17,M,H
100212507,17,M,H
100212527,54,M,H
100212539,50,M,H
100212540,27,M,H
100212544,27,M,H
100212550,40,F,B
100212576,24,F,B
100212578,29,M,W
100212582,31,M,H
100212595,27,F,H
100212596,24,M,H
100212601,27,M,H
100212606,27,M,H
100212652,17,M,H
100212653,21,F,H
100212665,30,M,H
100212691,55,F,W
100212697,28,F,H
100212707,27,F,H
100212754,20,F,H
100212780,23,M,H
100212782,47,F,W
100212787,13,M,H
100212800,26,F,O
100212803,80,M,O
100212808,49,F,H
100212811,29,M,H
100212822,29,F,H
100212830,18,M,H
100212842,13,M,H
100212863,73,F,H
100212877,17,F,H
100212886,23,M,W
100212893,43,M,H
100212898,27,M,H
100216236,30,F,O
100212931,31,M,H
100212933,20,F,H
100212958,27,F,H
100213009,37,F,H
100213010,33,M,H
100213021,45,M,H
100213026,25,F,B
100213027,25,F,B
100213032,41,F,W
100213033,39,F,W
100213050,52,M,H
100213084,25,F,B
100213085,62,M,H
100213086,15,M,H
100213095,52,M,O
100213102,34,M,H
100213116,21,M,H
100213139,15,M,H
100213149,52,M,W
100213198,22,F,W
100213227,28,F,H
100213242,31,M,H
100213249,15,M,H
100213291,60,F,B
100213321,35,F,O
100213332,22,M,H
100213341,25,M,H
100213349,17,F,H
100213362,28,M,H
100213369,20,M,H
100213374,33,M,O
100213387,27,M,H
100213392,42,M,H
100213400,26,M,H
100213403,43,M,H
100213404,22,M,H
100213417,22,M,H
100213440,28,M,H
100213443,24,M,H
100213456,47,M,H
100213473,44,F,B
100213474,28,M,H
100213475,21,F,B
100213481,42,M,B
100213485,38,M,H
100213550,48,M,H
100213577,18,M,H
100213603,25,M,H
100213608,41,M,H
100213627,31,F,H
100213642,20,M,H
100213659,48,M,H
100213674,22,M,H
100213727,24,F,W
100213682,30,F,B
100213684,27,M,H
100213703,29,M,H
100213713,22,F,H
100213738,47,M,H
100213739,49,F,W
100213753,71,M,H
100213784,37,F,H
100213789,17,F,H
100213806,27,M,H
100213998,61,M,H
100213881,20,F,H
100213908,35,M,H
100213909,28,M,H
100213916,37,M,H
100213920,35,M,H
100213946,16,M,H
100213949,21,M,H
100214010,24,M,H
100214013,34,M,H
100214033,27,F,B
100214063,17,F,H
100214065,23,F,O
100214071,36,F,H
100214072,19,F,H
100214073,32,M,H
100214094,55,F,H
100214109,28,M,H
100214121,17,F,H
100214141,20,M,H
100214142,30,M,H
100214157,53,F,H
100214162,24,F,B
100214199,24,F,W
100214255,20,M,H
100214269,51,M,H
100214301,50,F,H
100214317,52,F,H
100214331,24,M,W
100214358,19,M,H
100214365,66,M,H
100214387,12,F,H
100214388,42,M,W
100214404,23,M,H
100214415,31,F,H
100214429,26,F,W
100214437,20,F,H
100214440,24,F,H
100214456,55,F,H
100214465,15,F,H
100214468,15,M,H
100214471,24,M,H
100214472,54,M,H
100214529,27,M,H
100214539,50,M,W
100214593,31,M,H
100214597,18,F,H
100214607,30,F,B
100214647,19,F,W
100214693,23,M,H
100214702,41,M,W
100214704,63,M,W
100214710,26,M,H
100214724,34,M,H
100214726,15,M,H
100214728,65,F,K
100214742,42,M,H
100214744,51,M,H
100214784,39,M,W
100214789,40,M,H
100214794,44,M,H
100214804,24,M,H
100214812,25,F,B
100214815,29,F,H
100214833,22,F,H
100214853,29,M,H
100214866,38,M,H
100214868,19,M,H
100214869,37,F,W
100214905,53,M,H
100214906,50,F,H
100214918,51,F,W
100214947,44,M,O
100215010,40,F,H
100215016,62,F,H
100215023,45,F,B
100215025,29,M,H
100215051,21,M,H
100215064,29,F,H
100215066,21,M,H
100215102,23,M,H
100215114,34,F,H
100215120,24,M,H
100215130,27,M,H
100215133,22,M,H
100215142,31,M,H
100215172,32,M,H
100215144,28,M,H
100215154,48,F,W
100215161,32,F,H
100215168,30,M,H
100215184,28,F,H
100215218,58,M,H
100215210,38,F,H
100215215,24,M,B
100215216,35,F,H
100215228,18,M,B
100215231,40,F,H
100215232,27,F,H
100215253,43,M,H
100215261,20,M,H
100215276,15,M,B
100215277,26,M,H
100215284,32,M,H
100215359,24,F,H
100215437,59,M,W
100215454,36,M,H
100215456,43,M,O
100215469,50,M,W
100215470,53,F,O
100215491,32,M,H
100215517,47,M,H
100215531,23,M,H
100215535,21,M,H
100215536,30,F,H
100215537,25,F,H
100215557,53,F,H
100215566,23,M,H
100215568,18,M,H
100215596,41,M,H
100215600,33,M,H
100215612,39,F,H
100215644,64,F,W
100215654,21,F,B
100215688,37,M,W
100215689,35,M,H
100215692,72,F,H
100215717,26,M,H
100215735,16,F,H
100215738,28,M,H
100215768,32,F,H
100215810,45,M,H
100215818,22,M,H
100215819,51,M,O
100215820,50,F,O
100215821,25,F,H
100215831,22,M,H
100215833,29,F,H
100215836,27,M,H
100215841,47,M,H
100215847,20,M,H
100215861,22,F,H
100215866,27,M,H
100215887,62,F,W
100215891,28,M,H
100215893,24,M,H
100215921,17,M,H
100215929,17,F,H
100215934,37,M,H
100216001,19,M,H
100216006,32,M,O
100216009,25,F,B
100216046,23,M,H
100216100,17,M,H
100216116,20,M,H
100216120,30,M,H
100216125,24,M,H
100216168,27,M,H
100216170,22,F,H
100216195,35,F,O
100216196,17,M,B
100216202,27,M,H
100216205,25,F,H
100216208,19,M,H
100216218,17,F,H
100216231,29,M,H
100216243,22,F,H
100216244,19,M,H
100216254,62,M,W
100216275,23,F,H
100216385,14,M,H
100216386,47,M,W
100216438,17,F,H
100216441,26,M,W
100216442,29,M,W
100216461,15,M,H
100216505,58,M,K
100216507,19,M,H
100216508,26,M,H
100216525,18,F,H
100216526,16,F,H
100216540,12,F,H
100216548,44,M,H
100216551,27,M,H
100216559,57,F,H
100216570,19,F,H
100216619,21,M,H
100216577,33,M,H
100216583,33,M,H
100216608,39,M,H
100216621,36,F,H
100216662,66,M,H
100216675,24,M,H
100216677,21,F,H
100216680,48,M,H
100216717,32,F,W
100216726,61,F,H
100216740,28,M,H
100216825,16,M,H
100216827,43,M,B
100216839,71,F,H
100216866,43,M,H
100216909,40,M,H
100216871,29,M,H
100216878,37,M,H
100216894,19,M,H
100216895,23,F,H
100216896,51,M,H
100216919,54,M,H
100216970,52,M,H
100216971,25,M,H
100216974,33,F,H
100216977,25,F,H
100216978,19,F,H
100217003,23,F,W
100217030,29,F,H
100217031,72,M,H
100217054,44,M,H
100217078,30,M,H
100217079,19,F,H
100217126,13,M,H
100217138,30,M,H
100217157,40,F,W
100217169,18,F,H
100217171,23,M,W
100217185,47,F,H
100217192,23,M,H
100217225,18,M,H
100217231,25,F,K
100217233,26,M,H
100217270,31,F,H
100217277,36,M,H
100217279,33,F,H
100217286,29,F,H
100217290,39,F,H
100217298,46,M,W
100217300,19,M,H
100217306,28,M,H
100217307,17,F,H
100217309,39,F,H
100217332,45,M,H
100217338,30,M,H
100217342,47,M,H
100217383,31,F,H
100217400,24,M,H
100217401,19,F,H
100217403,25,F,B
100217409,34,M,H
100217411,31,M,H
100217418,18,M,H
100217449,46,M,H
100217452,43,M,H
100217466,64,F,W
100217507,28,M,H
100217532,29,M,H
100217536,26,M,H
100217537,31,M,H
100217547,20,F,H
100217552,20,M,H
100217653,30,M,H
100217553,41,M,W
100217554,43,M,H
100217603,34,F,H
100217604,24,F,H
100217605,34,M,B
100217606,28,F,H
100217615,17,M,H
100217625,24,M,H
100217649,27,M,H
100217715,24,F,W
100217716,14,F,H
100217724,20,M,H
100217740,17,M,H
100217753,20,M,B
100217761,44,M,H
100217778,35,F,H
100217783,70,F,H
100217817,56,F,H
100217832,50,M,B
100217878,22,F,H
100217923,53,F,A
100217924,20,M,H
100217936,19,M,H
100217938,50,F,B
100217939,27,M,O
100217951,50,M,H
100217958,23,F,W
100217967,28,M,H
100217975,29,M,H
100217980,17,M,H
100217995,32,M,H
100218000,50,F,H
100218001,39,M,H
100218002,51,M,B
100218004,75,M,H
100218012,19,F,H
100218050,39,M,B
100218064,50,M,W
100218099,61,F,O
100218112,18,M,H
100218127,38,M,H
100218133,42,F,H
100218168,14,F,H
100218169,14,M,P
100218179,15,F,H
100218184,29,F,H
100218207,22,M,H
100218214,31,F,H
100218238,22,M,H
100218241,55,M,H
100218254,62,M,W
100218274,13,F,H
100218282,40,M,H
100218286,36,M,H
100218292,22,M,A
100218316,23,M,H
100218320,49,F,H
100218353,14,M,H
100218354,27,M,H
100218364,30,F,H
100218365,60,M,H
100218368,18,M,H
100218373,45,M,H
100218430,52,F,H
100218432,48,M,H
100218443,19,M,H
100218453,23,F,K
100218463,34,F,H
100218466,18,M,H
100218469,48,M,I
100218475,24,M,H
100218476,23,F,W
100218499,40,F,B
100218546,18,F,B
100218554,37,M,H
100218560,10,F,H
100218570,19,F,H
100218588,49,F,W
100218590,13,M,H
100218591,12,M,H
100218592,11,M,H
100218593,12,M,H
100218627,56,M,H
100218630,48,F,W
100218637,16,M,H
100218646,29,F,H
100218652,45,F,H
100218653,13,F,H
100218666,49,M,H
100218678,29,M,H
100218682,20,M,H
100218700,29,M,H
100218709,44,M,H
100218710,41,M,H
100218716,33,M,H
100218735,27,M,H
100218777,56,F,H
100218805,26,M,H
100218828,27,F,W
100218871,28,F,W
100218882,25,M,H
100218890,39,M,W
100218930,55,F,B
100218968,55,F,H
100218982,83,M,A
100219009,40,M,H
100219011,43,F,A
100219025,22,M,C
100219031,19,F,H
100219035,31,M,H
100219049,28,F,H
100219066,48,M,H
100219068,18,M,H
100219069,21,M,H
100219076,17,F,H
100219097,33,M,H
100219101,24,M,H
100219102,38,M,H
100219104,30,F,H
100219105,28,F,W
100219108,44,M,H
100219133,58,M,H
100219163,14,F,H
100219191,18,M,H
100219220,17,F,H
100219228,46,F,W
100219230,16,F,H
100219295,41,M,W
100219346,11,F,H
100219383,17,F,H
100219397,25,M,H
100219400,21,M,W
100219425,33,M,H
100219440,20,M,H
100219442,58,M,W
100219451,41,M,H
100219471,19,F,H
100219474,38,M,H
100219487,47,F,H
100219488,13,F,H
100219502,22,M,H
100219506,40,F,H
100219508,20,F,H
100219521,13,M,H
100219533,14,M,H
100219547,25,M,H
100219560,48,M,W
100219584,26,M,H
100219590,38,M,H
100219612,28,F,H
100219613,16,F,H
100219630,17,M,H
100219641,36,M,B
100219651,30,M,H
100219653,23,M,H
100219656,13,F,H
100219688,14,M,H
100219691,14,F,H
100219715,26,M,H
100219716,24,M,H
100219723,15,M,H
100219724,17,M,H
100219729,33,M,H
100219730,27,M,H
100219734,16,M,H
100219735,21,M,H
100219736,20,M,H
100219738,24,M,H
100219756,31,F,H
100219769,26,F,H
100219770,48,M,H
100219771,14,F,H
100219772,27,F,H
100219785,25,M,W
100219786,28,F,H
100219787,41,F,B
100219803,57,F,W
100219823,22,M,H
100219874,26,M,H
100219875,38,M,H
100219901,17,F,H
100219914,20,M,H
100219925,27,F,H
100219926,27,F,H
100219953,48,F,H
100219986,20,M,H
100219995,51,F,H
100220028,17,M,O
100220048,39,M,H
100220056,31,F,H
100220059,25,F,H
100220069,23,F,H
100220078,30,M,H
100220096,47,F,H
100220097,27,F,B
100220098,16,F,H
100220106,31,F,A
100220129,24,M,H
100220161,15,M,H
100220222,20,F,O
100220224,13,F,H
100220255,30,M,H
100220820,47,M,B
100220256,30,F,H
100220279,28,M,H
100220282,50,M,H
100220320,25,F,O
100220348,18,F,H
100220371,58,M,H
100220427,15,F,H
100220428,47,M,B
100220443,29,M,B
100220473,53,F,H
100220480,15,M,H
100220483,54,F,B
100220492,17,F,H
100220499,47,F,B
100220526,14,M,H
100220529,26,M,H
100220542,25,M,W
100220547,34,M,H
100220568,26,M,H
100220569,40,M,O
100220587,22,M,H
100220588,30,F,H
100220589,42,M,H
100220611,20,F,B
100220621,32,M,H
100220645,11,F,H
100220651,19,M,H
100220723,46,M,H
100220781,22,F,H
100220791,31,M,W
100220797,20,M,H
100220807,33,M,H
100220816,16,M,H
100220817,26,M,H
100220858,42,M,H
100220861,38,F,H
100220900,33,M,H
100220907,80,M,W
100220921,21,M,H
100220925,14,M,H
100220927,37,M,H
100220929,25,M,H
100220978,23,F,B
100220986,22,F,H
100220990,43,M,H
100221009,42,F,W
100221014,14,F,H
100221033,48,F,H
100221052,48,M,H
100221064,41,M,A
100221067,38,M,H
100221072,21,F,H
100221088,23,M,A
100221119,42,F,H
100221162,34,M,H
100221173,35,M,H
100221178,19,M,H
100221179,25,M,B
100221194,34,M,H
100221195,20,F,H
100221202,40,M,H
100221231,16,M,H
100221232,29,F,W
100221241,25,F,H
100221256,32,M,H
100221300,23,F,B
100221352,40,M,O
100221378,15,M,H
100221389,21,F,H
100221403,32,M,O
100221405,71,F,H
100221438,30,M,H
100221439,48,M,B
100221446,43,M,W
100221449,24,M,H
100221450,31,M,H
100221474,38,M,H
100221491,21,M,H
100221494,39,F,H
100221506,26,M,H
100221547,33,M,H
100221551,41,M,B
100221552,29,M,H
100221646,58,F,H
100221647,45,M,H
100221649,17,M,H
100221775,20,M,H
100221776,17,F,H
100221805,46,M,W
100221806,28,F,H
100221854,34,F,H
100221855,17,M,H
100221857,26,M,H
100221858,42,M,H
100221866,42,M,H
100221868,45,M,H
100221879,38,M,O
100221885,28,M,W
100221889,58,M,H
100221897,24,F,H
100221907,38,M,H
100221934,33,F,H
100221985,16,M,H
100222008,13,M,B
100222046,12,F,H
100222060,27,F,H
100222063,16,F,H
100222081,80,M,H
100222128,14,M,H
100222167,15,F,H
100222187,15,F,H
100222191,28,M,H
100222196,36,M,H
100222203,62,M,B
100222241,48,M,H
100222242,40,M,W
100222246,38,M,H
100222250,44,M,H
100222251,20,M,W
100222254,21,M,H
100222261,18,F,H
100222265,40,M,W
100222279,28,M,H
100222280,54,F,W
100222290,48,M,B
100222292,32,M,H
100222296,32,M,O
100222326,37,M,H
100222338,16,M,H
100222342,37,M,H
100222392,81,F,H
100222418,45,F,O
100222420,53,M,A
100222451,13,M,W
100222454,25,M,H
100222457,25,M,H
100222464,39,M,H
100222476,34,M,H
100222477,29,M,H
100222478,52,F,H
100222487,13,F,H
100222499,46,F,B
100222502,57,M,H
100222523,21,F,H
100222563,20,M,H
100222590,44,M,H
100222591,27,M,W
100222690,19,M,H
100222692,30,M,A
100222710,17,M,O
100222725,47,F,H
100222733,67,M,O
100222761,31,M,H
100222813,24,M,B
100222817,30,F,H
100222824,20,M,H
100222825,75,M,W
100222848,21,F,B
100222849,17,F,B
100222851,20,M,H
100222855,46,F,H
100222946,28,M,H
100222957,27,M,H
100222966,29,M,H
100222998,20,M,H
100223001,39,F,H
100223024,20,F,B
100223038,53,M,B
100223051,33,M,H
100223078,44,M,W
100300003,33,M,H
100300504,45,F,B
100300539,13,F,H
100300540,25,M,H
100300541,45,M,H
100300542,37,M,H
100300561,20,M,W
100300572,37,M,H
100300579,24,F,B
100300619,19,F,B
100300635,17,F,B
100300662,34,M,H
100300663,29,M,W
100300679,44,M,H
100300694,27,F,H
100300712,18,F,B
100300721,35,M,B
100300729,48,M,B
100300747,17,F,B
100300757,24,F,B
100300784,45,M,H
100300804,20,F,B
100300816,19,M,H
100300820,16,F,B
100300881,44,F,B
100300909,30,M,H
100300918,19,F,H
100300937,14,M,H
100300939,12,M,H
100300942,34,M,H
100300974,70,M,B
100300975,17,M,O
100300989,25,M,O
100300995,24,M,H
100301028,17,M,B
100301032,20,M,B
100301055,15,F,H
100301057,17,M,B
100301060,15,M,B
100301077,26,F,B
100301078,44,F,B
100301086,32,M,H
100301090,21,M,B
100301109,14,M,H
100301110,16,M,H
100301112,48,F,B
100301133,14,F,B
100301144,43,M,B
100301160,18,M,B
100301162,29,M,B
100301205,20,M,B
100301238,17,M,H
100301263,21,F,B
100301268,30,F,B
100301274,18,M,B
100301286,22,M,B
100301291,23,F,B
100301299,23,F,H
100301301,22,F,H
100301328,10,M,O
100301345,29,M,B
100301356,27,F,O
100301372,54,M,A
100301400,18,F,H
100301421,25,M,H
100301425,18,F,H
100301429,29,F,B
100301430,29,F,B
100301474,18,F,H
100301475,19,F,H
100301476,19,M,H
100301477,23,M,H
100301500,22,M,H
100301511,19,F,B
100301517,21,F,B
100301539,16,M,B
100301540,19,M,B
100301571,41,M,H
100301575,48,M,B
100301579,41,M,B
100301592,45,F,H
100301646,40,F,B
100301652,27,M,H
100301744,21,M,H
100301755,67,M,H
100301764,32,M,O
100301781,28,M,W
100301804,47,M,H
100301853,28,M,H
